,Player,Sh,SoT,G/Sh,G/SoT,Cmp,Att_x,Cmp%,Tkl,Tkl,TklW_x,Blocks,Int_x,Tkl+Int,Clr,Err,Touches,Succ,Att_y,Succ%,Fls,Fld,Off,Crs,Int_y,TklW_y,PKwon,PKcon,OG,Won,Lost,Pos,Age,Club,MP,Starts,Min,90s,Gls,Gls,Ast,Ast,G-PK,G-PK,PK,CrdY,CrdR,Team
11,Alex Sandro,1,0,0.0,,150.0,169.0,88.8,8.0,2.0,3,1.0,3,11.0,9.0,0.0,193.0,1.0,2.0,50.0,3,2,0,4,3,3,0.0,0.0,0,3.0,1.0,DF,31.0,1.it Juventus,3,2,190.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brazil
12,Fred,3,1,0.0,0.0,71.0,83.0,85.5,3.0,1.0,3,1.0,0,3.0,3.0,0.0,98.0,0.0,0.0,,3,0,0,0,0,3,0.0,0.0,0,0.0,2.0,MF,29.0,1.eng Manchester Utd,4,2,142.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Brazil
13,Rodrygo,6,2,0.0,0.0,91.0,113.0,80.5,4.0,0.0,1,6.0,2,6.0,1.0,0.0,152.0,2.0,9.0,22.2,3,6,1,9,2,1,0.0,0.0,0,0.0,3.0,"MF,FW",21.0,1.es Real Madrid,5,1,181.0,2.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,Brazil
14,Antony,6,2,0.0,0.0,86.0,109.0,78.9,3.0,1.0,0,3.0,1,4.0,1.0,0.0,145.0,4.0,16.0,25.0,2,5,0,10,1,0,0.0,0.0,0,1.0,2.0,FW,22.0,1.eng Manchester Utd,4,1,172.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brazil
15,Dani Alves,3,0,0.0,,83.0,97.0,85.6,5.0,2.0,4,1.0,2,7.0,2.0,0.0,113.0,1.0,2.0,50.0,5,2,0,6,2,4,0.0,0.0,0,1.0,1.0,DF,39.0,1.mx UNAM,2,1,118.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brazil
16,Martinelli,4,3,0.0,0.0,34.0,45.0,75.6,2.0,1.0,1,2.0,0,2.0,1.0,0.0,70.0,3.0,10.0,30.0,2,3,1,5,0,1,0.0,0.0,0,0.0,2.0,FW,20.0,1.eng Arsenal,3,1,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brazil
17,Gleison Bremer,1,0,0.0,,78.0,84.0,92.9,1.0,0.0,1,1.0,1,2.0,6.0,0.0,95.0,0.0,0.0,,2,0,0,0,1,1,0.0,0.0,0,5.0,0.0,DF,25.0,1.it Juventus,2,1,109.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brazil
18,Gabriel Jesus,2,1,0.0,0.0,22.0,28.0,78.6,2.0,0.0,1,0.0,2,4.0,0.0,0.0,39.0,1.0,2.0,50.0,1,4,0,1,2,1,0.0,0.0,0,1.0,1.0,FW,25.0,1.eng Arsenal,3,1,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brazil
19,Ederson,0,0,,,28.0,31.0,90.3,0.0,0.0,0,0.0,0,0.0,0.0,0.0,32.0,0.0,0.0,,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,GK,28.0,1.eng Manchester City,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brazil
20,Fabinho,0,0,,,51.0,57.0,89.5,3.0,2.0,2,0.0,1,4.0,2.0,0.0,63.0,0.0,0.0,,2,0,0,0,1,2,0.0,0.0,0,1.0,6.0,MF,28.0,1.eng Liverpool,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brazil
21,Alex Telles,0,0,,,33.0,42.0,78.6,2.0,1.0,2,0.0,0,2.0,1.0,0.0,46.0,0.0,0.0,,1,0,0,3,0,2,0.0,0.0,0,1.0,1.0,DF,29.0,1.es Sevilla,2,1,59.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brazil
22,Bruno Guimarães,5,2,0.0,0.0,43.0,54.0,79.6,0.0,0.0,0,1.0,0,0.0,0.0,0.0,67.0,2.0,2.0,100.0,2,2,0,3,0,0,0.0,0.0,0,1.0,0.0,MF,24.0,1.eng Newcastle Utd,2,0,69.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Brazil
23,Pedro,4,1,0.0,0.0,10.0,13.0,76.9,2.0,1.0,2,0.0,1,3.0,0.0,0.0,25.0,0.0,0.0,,2,1,0,0,1,2,0.0,0.0,0,0.0,1.0,FW,24.0,1.br Flamengo,2,0,64.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brazil
24,Everton Ribeiro,0,0,,,15.0,18.0,83.3,1.0,1.0,0,0.0,0,1.0,0.0,0.0,21.0,0.0,1.0,0.0,0,0,0,2,0,0,0.0,0.0,0,0.0,0.0,MF,33.0,1.br Flamengo,1,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brazil
25,Wéverton,0,0,,,3.0,5.0,60.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,5.0,0.0,0.0,,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,GK,34.0,1.br Palmeiras,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brazil
0,Diogo Costa,0,0,,,113.0,160.0,70.6,1.0,0.0,0,0.0,0,1.0,4.0,1.0,170.0,0.0,0.0,,0,0,0,0,0,0,0.0,0.0,0,0.0,1.0,GK,22.0,1.pt Porto,5,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portugal
1,Rúben Dias,1,0,0.0,,248.0,274.0,90.5,4.0,0.0,4,2.0,3,7.0,9.0,0.0,293.0,0.0,0.0,,4,2,0,0,3,4,0.0,0.0,0,5.0,3.0,DF,25.0,1.eng Manchester City,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Portugal
2,Pepe,3,1,0.33,1.0,243.0,295.0,82.4,5.0,3.0,0,6.0,6,11.0,11.0,0.0,330.0,1.0,1.0,100.0,3,5,1,1,6,0,0.0,0.0,0,9.0,5.0,DF,39.0,1.pt Porto,4,4,360.0,4.0,1.0,0.25,0.0,0.0,1.0,0.25,0.0,0.0,0.0,Portugal
3,Bruno Fernandes,7,2,0.14,0.5,188.0,233.0,80.7,4.0,0.0,3,7.0,2,6.0,4.0,0.0,266.0,3.0,6.0,50.0,2,8,1,26,2,3,0.0,0.0,0,2.0,8.0,"FW,MF",27.0,1.eng Manchester Utd,4,4,356.0,4.0,2.0,0.51,3.0,0.76,1.0,0.25,1.0,1.0,0.0,Portugal
4,Bernardo Silva,1,0,0.0,,256.0,292.0,87.7,2.0,1.0,2,3.0,2,4.0,0.0,0.0,309.0,1.0,4.0,25.0,1,2,0,5,2,2,0.0,0.0,0,1.0,2.0,MF,27.0,1.eng Manchester City,5,4,356.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portugal
5,João Félix,11,3,0.09,0.33,91.0,122.0,74.6,4.0,0.0,2,0.0,1,5.0,1.0,0.0,153.0,2.0,8.0,25.0,8,9,1,4,1,2,0.0,0.0,0,2.0,1.0,FW,22.0,1.es Atlético Madrid,4,4,331.0,3.7,1.0,0.27,2.0,0.54,1.0,0.27,0.0,1.0,0.0,Portugal
6,Rúben Neves,2,0,0.0,,235.0,257.0,91.4,2.0,0.0,1,3.0,3,5.0,5.0,0.0,275.0,0.0,0.0,,5,2,0,2,3,1,0.0,0.0,0,2.0,3.0,MF,25.0,1.eng Wolves,5,4,268.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Portugal
7,João Cancelo,2,1,0.0,0.0,221.0,271.0,81.5,7.0,4.0,3,1.0,2,9.0,8.0,0.0,311.0,4.0,11.0,36.4,2,4,1,15,2,3,0.0,0.0,0,10.0,1.0,DF,28.0,1.eng Manchester City,4,3,310.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portugal
8,Cristiano Ronaldo,10,2,0.0,0.0,68.0,90.0,75.6,0.0,0.0,0,0.0,0,0.0,1.0,1.0,116.0,0.0,5.0,0.0,2,5,7,2,0,0,1.0,0.0,0,8.0,4.0,FW,37.0,1.eng Manchester Utd,5,3,290.0,3.2,1.0,0.31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Portugal
9,Raphaël Guerreiro,3,1,0.33,1.0,156.0,185.0,84.3,3.0,1.0,2,3.0,3,6.0,2.0,0.0,207.0,2.0,2.0,100.0,2,1,0,13,3,2,0.0,0.0,0,2.0,1.0,DF,28.0,1.de Dortmund,4,3,279.0,3.1,1.0,0.32,2.0,0.65,1.0,0.32,0.0,0.0,0.0,Portugal
10,Diogo Dalot,1,1,0.0,0.0,112.0,147.0,76.2,8.0,8.0,6,7.0,2,10.0,1.0,0.0,172.0,1.0,3.0,33.3,1,1,0,9,2,6,0.0,0.0,0,6.0,3.0,DF,23.0,1.eng Manchester Utd,3,3,258.0,2.9,0.0,0.0,2.0,0.7,0.0,0.0,0.0,0.0,0.0,Portugal
11,Otávio,3,2,0.0,0.0,98.0,127.0,77.2,7.0,3.0,7,0.0,1,8.0,1.0,0.0,145.0,0.0,0.0,,6,10,0,5,1,7,0.0,0.0,0,1.0,1.0,MF,27.0,1.pt Porto,3,3,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portugal
12,William Carvalho,1,0,0.0,,156.0,170.0,91.8,6.0,1.0,5,2.0,0,6.0,3.0,0.0,182.0,0.0,0.0,,3,2,0,0,0,5,0.0,0.0,0,4.0,0.0,MF,30.0,1.es Betis,4,2,215.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portugal
13,Gonçalo Ramos,7,5,0.43,0.6,25.0,31.0,80.6,1.0,1.0,1,0.0,0,1.0,2.0,0.0,55.0,0.0,2.0,0.0,2,3,3,0,0,1,0.0,0.0,0,4.0,6.0,"FW,MF",20.0,1.pt Benfica,4,2,152.0,1.7,3.0,1.78,1.0,0.59,3.0,1.78,0.0,0.0,0.0,Portugal
14,Vitinha,2,2,0.0,0.0,100.0,108.0,92.6,3.0,2.0,2,0.0,1,4.0,1.0,0.0,118.0,1.0,2.0,50.0,1,3,0,2,1,2,0.0,0.0,0,0.0,1.0,MF,22.0,1.fr Paris S-G,3,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Portugal
15,Ricardo Horta,3,2,0.33,0.5,31.0,46.0,67.4,2.0,1.0,1,1.0,1,3.0,0.0,0.0,55.0,0.0,0.0,,3,1,0,5,1,1,0.0,0.0,0,0.0,1.0,FW,27.0,1.pt Braga,3,1,119.0,1.3,1.0,0.76,0.0,0.0,1.0,0.76,0.0,0.0,0.0,Portugal
16,Danilo Pereira,0,0,,,68.0,78.0,87.2,2.0,2.0,2,1.0,3,5.0,3.0,1.0,87.0,1.0,1.0,100.0,1,2,0,0,3,2,0.0,0.0,0,5.0,1.0,DF,30.0,1.fr Paris S-G,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Portugal
17,António Silva,0,0,,,60.0,62.0,96.8,1.0,1.0,1,2.0,1,2.0,1.0,0.0,67.0,0.0,0.0,,2,0,0,0,1,1,0.0,0.0,0,2.0,4.0,DF,18.0,1.pt Benfica,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portugal
18,João Mário,0,0,,,37.0,40.0,92.5,2.0,2.0,1,2.0,0,2.0,0.0,0.0,52.0,0.0,1.0,0.0,0,0,0,2,0,1,0.0,0.0,0,0.0,2.0,"FW,MF",29.0,1.pt Benfica,2,1,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portugal
19,Matheus Nunes,1,0,0.0,,28.0,33.0,84.8,0.0,0.0,0,1.0,0,0.0,0.0,0.0,39.0,1.0,2.0,50.0,2,2,0,3,0,0,0.0,0.0,0,0.0,0.0,MF,23.0,1.eng Wolves,2,1,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portugal
20,Nuno Mendes,0,0,,,29.0,32.0,90.6,0.0,0.0,0,1.0,2,2.0,0.0,0.0,36.0,1.0,2.0,50.0,0,2,0,2,2,0,0.0,0.0,0,1.0,0.0,DF,19.0,1.fr Paris S-G,1,1,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portugal
21,Rafael Leão,5,2,0.4,1.0,32.0,47.0,68.1,0.0,0.0,0,0.0,1,1.0,0.0,0.0,63.0,6.0,9.0,66.7,3,1,0,6,1,0,0.0,0.0,0,1.0,0.0,FW,23.0,1.it Milan,5,0,88.0,1.0,2.0,2.05,0.0,0.0,2.0,2.05,0.0,0.0,0.0,Portugal
22,João Palhinha,1,0,0.0,,26.0,31.0,83.9,2.0,0.0,1,1.0,1,3.0,1.0,0.0,41.0,1.0,2.0,50.0,2,0,0,0,1,1,0.0,0.0,0,0.0,3.0,MF,26.0,1.eng Fulham,3,0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portugal
23,André Silva,0,0,,,9.0,11.0,81.8,0.0,0.0,0,0.0,0,0.0,0.0,0.0,14.0,0.0,0.0,,0,0,0,0,0,0,0.0,0.0,0,1.0,2.0,FW,26.0,1.de RB Leipzig,1,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Portugal
0,Shūichi Gonda,0,0,,,68.0,113.0,60.2,0.0,0.0,0,0.0,0,0.0,1.0,1.0,124.0,0.0,0.0,,1,0,0,0,0,0,0.0,1.0,0,1.0,0.0,GK,33.0,1.jp S-Pulse,4,4,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Japan
1,Maya Yoshida,0,0,,,198.0,232.0,85.3,4.0,1.0,4,6.0,3,7.0,24.0,0.0,277.0,1.0,2.0,50.0,3,4,0,0,3,4,0.0,0.0,0,10.0,7.0,DF,33.0,1.de Schalke 04,4,4,390.0,4.3,0.0,0.0,1.0,0.23,0.0,0.0,0.0,1.0,0.0,Japan
2,Daichi Kamada,6,1,0.0,0.0,83.0,104.0,79.8,7.0,3.0,3,3.0,0,7.0,3.0,0.0,139.0,3.0,4.0,75.0,1,1,3,5,0,3,0.0,0.0,0,3.0,2.0,"FW,MF",25.0,1.de Eint Frankfurt,4,4,322.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Japan
3,Yuto Nagatomo,0,0,,,78.0,109.0,71.6,4.0,1.0,2,2.0,0,4.0,3.0,0.0,123.0,3.0,4.0,75.0,6,0,0,6,0,2,0.0,0.0,0,1.0,2.0,"MF,DF",35.0,1.jp FC Tokyo,4,4,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Japan
4,Junya Ito,2,1,0.0,0.0,59.0,97.0,60.8,7.0,5.0,4,4.0,5,12.0,6.0,0.0,134.0,2.0,8.0,25.0,0,5,1,14,5,4,0.0,0.0,0,3.0,6.0,"MF,FW",29.0,1.fr Reims,4,3,324.0,3.6,0.0,0.0,1.0,0.28,0.0,0.0,0.0,0.0,0.0,Japan
5,Wataru Endo,6,1,0.0,0.0,155.0,192.0,80.7,8.0,3.0,4,8.0,3,11.0,6.0,0.0,239.0,1.0,5.0,20.0,7,9,0,2,3,4,0.0,0.0,0,8.0,8.0,MF,29.0,1.de Stuttgart,4,3,304.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Japan
6,Hidemasa Morita,3,1,0.0,0.0,129.0,157.0,82.2,0.0,0.0,0,9.0,3,3.0,4.0,0.0,192.0,0.0,3.0,0.0,4,1,0,3,3,0,0.0,0.0,0,5.0,7.0,MF,27.0,1.pt Sporting CP,3,3,285.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Japan
7,Ko Itakura,3,1,0.0,0.0,98.0,111.0,88.3,9.0,3.0,5,1.0,4,13.0,16.0,0.0,150.0,0.0,2.0,0.0,5,0,0,0,4,5,0.0,0.0,0,0.0,2.0,DF,25.0,1.de M'Gladbach,3,3,270.0,3.0,0.0,0.0,1.0,0.33,0.0,0.0,0.0,2.0,0.0,Japan
8,Daizen Maeda,2,1,0.5,1.0,8.0,17.0,47.1,3.0,0.0,2,4.0,3,6.0,0.0,0.0,31.0,0.0,1.0,0.0,2,3,2,0,3,2,0.0,0.0,0,1.0,6.0,FW,24.0,1.sct Celtic,3,3,180.0,2.0,1.0,0.5,0.0,0.0,1.0,0.5,0.0,0.0,0.0,Japan
9,Ritsu Doan,4,3,0.5,0.67,36.0,56.0,64.3,6.0,1.0,5,4.0,3,9.0,2.0,0.0,95.0,4.0,8.0,50.0,3,4,0,9,3,5,0.0,0.0,0,1.0,4.0,FW,23.0,1.de Freiburg,4,2,217.0,2.4,2.0,0.83,0.0,0.0,2.0,0.83,0.0,0.0,0.0,Japan
10,Shogo Taniguchi,2,0,0.0,,72.0,85.0,84.7,1.0,0.0,0,2.0,1,2.0,10.0,0.0,105.0,0.0,0.0,,3,0,0,0,1,0,0.0,0.0,0,8.0,3.0,DF,30.0,1.jp Kawa Frontale,2,2,210.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Japan
11,Ao Tanaka,1,1,1.0,1.0,48.0,69.0,69.6,3.0,1.0,1,5.0,3,6.0,2.0,0.0,84.0,0.0,1.0,0.0,1,1,0,2,3,1,0.0,0.0,0,3.0,1.0,MF,23.0,2.de Düsseldorf,3,2,171.0,1.9,1.0,0.53,0.0,0.0,1.0,0.53,0.0,0.0,0.0,Japan
12,Takefusa Kubo,0,0,,,6.0,11.0,54.5,1.0,0.0,1,3.0,0,1.0,0.0,0.0,23.0,0.0,0.0,,2,2,1,0,0,1,0.0,0.0,0,1.0,1.0,FW,21.0,1.es Real Sociedad,2,2,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Japan
13,Takehiro Tomiyasu,0,0,,,73.0,103.0,70.9,0.0,0.0,0,2.0,0,0.0,7.0,1.0,118.0,0.0,0.0,,1,0,0,0,0,0,0.0,0.0,0,6.0,4.0,"DF,MF",23.0,1.eng Arsenal,3,1,187.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Japan
14,Hiroki Sakai,1,0,0.0,,28.0,47.0,59.6,5.0,2.0,4,2.0,1,6.0,8.0,0.0,70.0,0.0,2.0,0.0,3,1,0,2,1,4,0.0,0.0,0,3.0,8.0,"MF,DF",32.0,1.jp Urawa Reds,2,1,119.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Japan
15,Yuki Soma,3,0,0.0,,11.0,19.0,57.9,2.0,0.0,0,0.0,0,2.0,0.0,0.0,26.0,1.0,2.0,50.0,2,3,0,6,0,0,0.0,0.0,0,0.0,0.0,"FW,MF",25.0,1.jp Grampus,1,1,81.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Japan
16,Miki Yamane,0,0,,,24.0,33.0,72.7,1.0,0.0,0,2.0,2,3.0,0.0,0.0,36.0,1.0,1.0,100.0,2,1,0,2,2,0,0.0,0.0,0,0.0,1.0,"DF,MF",28.0,1.jp Kawa Frontale,1,1,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Japan
17,Ayase Ueda,0,0,,,7.0,12.0,58.3,0.0,0.0,0,1.0,0,0.0,2.0,0.0,23.0,0.0,0.0,,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,FW,23.0,1.be Cercle Brugge,1,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Japan
18,Takuma Asano,8,2,0.13,0.5,21.0,28.0,75.0,0.0,0.0,0,0.0,1,1.0,1.0,0.0,49.0,0.0,1.0,0.0,4,0,2,1,1,0,0.0,0.0,0,1.0,9.0,FW,27.0,1.de Bochum,4,0,165.0,1.8,1.0,0.55,0.0,0.0,1.0,0.55,0.0,0.0,0.0,Japan
19,Kaoru Mitoma,1,1,0.0,0.0,50.0,70.0,71.4,7.0,3.0,2,4.0,2,9.0,5.0,0.0,100.0,2.0,5.0,40.0,3,1,0,0,2,2,0.0,0.0,0,2.0,3.0,MF,25.0,1.eng Brighton,4,0,165.0,1.8,0.0,0.0,1.0,0.55,0.0,0.0,0.0,0.0,0.0,Japan
20,Takumi Minamino,2,1,0.0,0.0,14.0,22.0,63.6,2.0,2.0,1,0.0,0,2.0,1.0,0.0,32.0,0.0,0.0,,1,0,0,3,0,1,0.0,0.0,0,0.0,2.0,FW,27.0,1.fr Monaco,3,0,60.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Japan
21,Hiroki Ito,0,0,,,58.0,63.0,92.1,0.0,0.0,0,0.0,0,0.0,0.0,0.0,64.0,0.0,0.0,,3,0,0,0,0,0,0.0,0.0,0,1.0,0.0,DF,23.0,1.de Stuttgart,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Japan
0,Aziz Behich,2,0,0.0,,152.0,203.0,74.9,8.0,5.0,3,6.0,3,11.0,12.0,0.0,249.0,8.0,14.0,57.1,3,3,0,5,3,3,0.0,0.0,0,2.0,2.0,DF,31.0,1.sct Dundee United,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Australia
1,Aaron Mooy,1,0,0.0,,170.0,217.0,78.3,9.0,6.0,6,6.0,3,12.0,9.0,0.0,255.0,2.0,3.0,66.7,4,1,0,10,3,6,0.0,0.0,0,2.0,3.0,MF,31.0,1.sct Celtic,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Australia
2,Kye Rowles,0,0,,,165.0,187.0,88.2,8.0,4.0,2,9.0,7,15.0,16.0,1.0,231.0,0.0,0.0,,1,2,0,0,7,2,0.0,0.0,0,4.0,2.0,DF,23.0,1.sct Hearts,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australia
3,Mathew Ryan,0,0,,,113.0,164.0,68.9,0.0,0.0,0,0.0,0,0.0,6.0,1.0,176.0,0.0,0.0,,0,1,0,0,0,0,0.0,0.0,0,0.0,0.0,GK,30.0,1.dk FC Copenhagen,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australia
4,Harry Souttar,1,0,0.0,,138.0,167.0,82.6,4.0,2.0,0,7.0,6,10.0,22.0,0.0,213.0,0.0,0.0,,1,1,0,0,6,0,0.0,0.0,0,14.0,7.0,DF,23.0,2.eng Stoke City,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australia
5,Jackson Irvine,3,0,0.0,,103.0,128.0,80.5,4.0,2.0,2,7.0,3,7.0,8.0,0.0,170.0,0.0,2.0,0.0,7,2,0,2,3,2,0.0,0.0,0,9.0,7.0,"MF,FW",29.0,2.de St. Pauli,4,4,354.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Australia
6,Mathew Leckie,1,1,1.0,1.0,67.0,103.0,65.0,4.0,2.0,4,5.0,1,5.0,6.0,0.0,157.0,1.0,11.0,9.1,8,6,0,4,1,4,0.0,0.0,0,14.0,10.0,"MF,FW",31.0,1.au Melb City,4,4,333.0,3.7,1.0,0.27,1.0,0.27,1.0,0.27,0.0,0.0,0.0,Australia
7,Mitchell Duke,7,4,0.14,0.25,36.0,63.0,57.1,0.0,0.0,0,5.0,2,2.0,1.0,0.0,96.0,1.0,2.0,50.0,6,3,1,1,2,0,0.0,0.0,0,11.0,12.0,FW,31.0,2.jp Fagi Okayama,4,4,270.0,3.0,1.0,0.33,0.0,0.0,1.0,0.33,0.0,1.0,0.0,Australia
8,Riley McGree,3,1,0.0,0.0,57.0,75.0,76.0,2.0,0.0,1,5.0,5,7.0,3.0,0.0,107.0,0.0,1.0,0.0,9,2,0,5,5,1,0.0,0.0,0,1.0,2.0,"FW,MF",23.0,2.eng Middlesbrough,4,4,265.0,2.9,0.0,0.0,1.0,0.34,0.0,0.0,0.0,0.0,0.0,Australia
9,Craig Goodwin,2,1,0.5,1.0,58.0,95.0,61.1,4.0,2.0,3,3.0,0,4.0,3.0,0.0,118.0,0.0,0.0,,1,2,0,18,0,3,0.0,0.0,0,1.0,5.0,MF,30.0,1.au Adelaide,4,3,234.0,2.6,1.0,0.38,1.0,0.38,1.0,0.38,0.0,0.0,0.0,Australia
10,Miloš Degenek,0,0,,,67.0,101.0,66.3,6.0,5.0,4,2.0,1,7.0,9.0,0.0,123.0,0.0,2.0,0.0,2,8,0,1,1,4,0.0,0.0,0,6.0,1.0,DF,28.0,1.us Columbus Crew,4,2,183.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,Australia
11,Keanu Baccus,1,0,0.0,,26.0,41.0,63.4,1.0,0.0,1,5.0,2,3.0,1.0,0.0,59.0,0.0,1.0,0.0,4,1,0,0,2,1,0.0,0.0,0,1.0,3.0,MF,24.0,1.sct St Mirren,4,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australia
12,Fran Karačić,3,0,0.0,,33.0,54.0,61.1,2.0,1.0,1,2.0,2,4.0,3.0,0.0,69.0,0.0,0.0,,3,0,0,5,2,1,0.0,0.0,0,4.0,4.0,DF,26.0,2.it Brescia,2,1,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australia
13,Nathaniel Atkinson,0,0,,,27.0,34.0,79.4,4.0,4.0,3,1.0,1,5.0,2.0,1.0,43.0,0.0,2.0,0.0,0,0,0,0,1,3,0.0,0.0,0,0.0,0.0,DF,23.0,1.sct Hearts,1,1,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australia
14,Ajdin Hrustic,1,0,0.0,,17.0,21.0,81.0,2.0,1.0,0,0.0,1,3.0,1.0,0.0,32.0,1.0,4.0,25.0,1,2,0,1,1,0,0.0,0.0,0,0.0,2.0,"MF,FW",25.0,1.it Hellas Verona,3,0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australia
15,Jamie Maclaren,0,0,,,7.0,15.0,46.7,0.0,0.0,0,0.0,1,1.0,0.0,0.0,15.0,0.0,0.0,,1,0,0,2,1,0,0.0,0.0,0,1.0,4.0,FW,28.0,1.au Melb City,3,0,55.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australia
16,Garang Kuol,1,1,0.0,0.0,3.0,5.0,60.0,0.0,0.0,0,0.0,1,1.0,0.0,0.0,10.0,0.0,2.0,0.0,1,0,0,0,1,0,0.0,0.0,0,1.0,2.0,"FW,MF",17.0,1.au Central Coast,2,0,37.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Australia
